,날짜,영화명,평점
0,20190101,보헤미안 랩소디,9.49
1,20190101,헌터 킬러,9.43
2,20190101,폴란드로 간 아이들,9.42
3,20190101,트루먼 쇼,9.32
4,20190101,점박이 한반도의 공룡2 : 새로운 낙원,9.24
5,20190101,스파이더맨: 뉴 유니버스,9.23
6,20190101,러빙 빈센트,9.20
7,20190101,바울,9.18
8,20190101,인생 후르츠,9.17
9,20190101,극장판 포켓몬스터 모두의 이야기,9.16
10,20190101,스타 이즈 본,9.15
11,20190101,타샤 튜더,9.14
12,20190101,히트,9.10
13,20190101,로마,9.07
14,20190101,카메라를 멈추면 안 돼!,9.02
15,20190101,러브 오브 시베리아,9.02
16,20190101,어거스트 러쉬,9.00
17,20190101,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.78
18,20190101,영주,8.68
19,20190101,브로크백 마운틴,8.68
20,20190101,완벽한 타인,8.68
21,20190101,7년-그들이 없는 언론,8.52
22,20190101,스윙키즈,8.50
23,20190101,아쿠아맨,8.41
24,20190101,그린치,8.36
25,20190101,너의 췌장을 먹고 싶어,8.34
26,20190101,국가부도의 날,8.23
27,20190101,범블비,8.16
28,20190101,부탁 하나만 들어줘,7.94
29,20190101,트와일라잇,7.87
30,20190101,런닝맨 : 풀룰루의 역습,7.76
31,20190101,호두까기 인형과 4개의 왕국,7.39
32,20190101,언니,6.77
33,20190101,마약왕,6.69
34,20190101,나쁜 나라,6.49
35,20190101,도어락,6.41
36,20190101,PMC: 더 벙커,5.57
37,20190101,두 개의 문,5.15
38,20190101,천안함 프로젝트,4.33
39,20190102,보헤미안 랩소디,9.49
40,20190102,폴란드로 간 아이들,9.42
41,20190102,헌터 킬러,9.42
42,20190102,트루먼 쇼,9.32
43,20190102,스파이더맨: 뉴 유니버스,9.23
44,20190102,점박이 한반도의 공룡2 : 새로운 낙원,9.23
45,20190102,러빙 빈센트,9.20
46,20190102,바울,9.17
47,20190102,인생 후르츠,9.17
48,20190102,극장판 포켓몬스터 모두의 이야기,9.16
49,20190102,스타 이즈 본,9.15
50,20190102,타샤 튜더,9.14
51,20190102,로마,9.08
52,20190102,러브 오브 시베리아,9.02
53,20190102,카메라를 멈추면 안 돼!,9.02
54,20190102,어거스트 러쉬,9.00
55,20190102,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.77
56,20190102,영주,8.68
57,20190102,브로크백 마운틴,8.68
58,20190102,완벽한 타인,8.68
59,20190102,7년-그들이 없는 언론,8.52
60,20190102,스윙키즈,8.50
61,20190102,아쿠아맨,8.41
62,20190102,그린치,8.35
63,20190102,너의 췌장을 먹고 싶어,8.34
64,20190102,국가부도의 날,8.22
65,20190102,범블비,8.18
66,20190102,부탁 하나만 들어줘,7.94
67,20190102,트와일라잇,7.87
68,20190102,런닝맨 : 풀룰루의 역습,7.76
69,20190102,호두까기 인형과 4개의 왕국,7.40
70,20190102,언니,6.90
71,20190102,마약왕,6.68
72,20190102,도어락,6.38
73,20190102,PMC: 더 벙커,5.52
74,20190102,두 개의 문,5.15
75,20190103,보헤미안 랩소디,9.49
76,20190103,폴란드로 간 아이들,9.42
77,20190103,헌터 킬러,9.41
78,20190103,트루먼 쇼,9.32
79,20190103,스파이더맨: 뉴 유니버스,9.24
80,20190103,러빙 빈센트,9.20
81,20190103,점박이 한반도의 공룡2 : 새로운 낙원,9.20
82,20190103,바울,9.17
83,20190103,인생 후르츠,9.16
84,20190103,극장판 포켓몬스터 모두의 이야기,9.16
85,20190103,스타 이즈 본,9.15
86,20190103,타샤 튜더,9.14
87,20190103,로마,9.08
88,20190103,러브 오브 시베리아,9.02
89,20190103,카메라를 멈추면 안 돼!,9.02
90,20190103,어거스트 러쉬,9.00
91,20190103,주먹왕 랄프 2: 인터넷 속으로,8.96
92,20190103,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.77
93,20190103,영주,8.69
94,20190103,브로크백 마운틴,8.68
95,20190103,완벽한 타인,8.68
96,20190103,스윙키즈,8.50
97,20190103,아쿠아맨,8.39
98,20190103,그린치,8.36
99,20190103,너의 췌장을 먹고 싶어,8.33
100,20190103,국가부도의 날,8.22
101,20190103,범블비,8.16
102,20190103,부탁 하나만 들어줘,7.92
103,20190103,트와일라잇,7.87
104,20190103,런닝맨 : 풀룰루의 역습,7.76
105,20190103,호두까기 인형과 4개의 왕국,7.40
106,20190103,군산: 거위를 노래하다,7.01
107,20190103,언니,6.84
108,20190103,마약왕,6.68
109,20190103,도어락,6.37
110,20190103,PMC: 더 벙커,5.50
111,20190104,보헤미안 랩소디,9.49
112,20190104,폴란드로 간 아이들,9.42
113,20190104,헌터 킬러,9.41
114,20190104,트루먼 쇼,9.32
115,20190104,스파이더맨: 뉴 유니버스,9.23
116,20190104,점박이 한반도의 공룡2 : 새로운 낙원,9.21
117,20190104,러빙 빈센트,9.21
118,20190104,바울,9.17
119,20190104,인생 후르츠,9.16
120,20190104,스타 이즈 본,9.15
121,20190104,타샤 튜더,9.14
122,20190104,극장판 포켓몬스터 모두의 이야기,9.13
123,20190104,로마,9.09
124,20190104,러브 오브 시베리아,9.02
125,20190104,카메라를 멈추면 안 돼!,9.02
126,20190104,어거스트 러쉬,9.00
127,20190104,주먹왕 랄프 2: 인터넷 속으로,8.88
128,20190104,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.77
129,20190104,영주,8.69
130,20190104,브로크백 마운틴,8.68
131,20190104,완벽한 타인,8.68
132,20190104,스윙키즈,8.50
133,20190104,아쿠아맨,8.39
134,20190104,그린치,8.36
135,20190104,너의 췌장을 먹고 싶어,8.33
136,20190104,국가부도의 날,8.21
137,20190104,범블비,8.17
138,20190104,부탁 하나만 들어줘,7.93
139,20190104,트와일라잇,7.87
140,20190104,런닝맨 : 풀룰루의 역습,7.76
141,20190104,호두까기 인형과 4개의 왕국,7.40
142,20190104,군산: 거위를 노래하다,7.04
143,20190104,언니,6.79
144,20190104,마약왕,6.67
145,20190104,도어락,6.36
146,20190104,PMC: 더 벙커,5.48
147,20190105,보헤미안 랩소디,9.49
148,20190105,폴란드로 간 아이들,9.42
149,20190105,헌터 킬러,9.41
150,20190105,트루먼 쇼,9.32
151,20190105,스파이더맨: 뉴 유니버스,9.24
152,20190105,러빙 빈센트,9.21
153,20190105,점박이 한반도의 공룡2 : 새로운 낙원,9.20
154,20190105,바울,9.17
155,20190105,인생 후르츠,9.16
156,20190105,스타 이즈 본,9.15
157,20190105,타샤 튜더,9.14
158,20190105,극장판 포켓몬스터 모두의 이야기,9.12
159,20190105,로마,9.09
160,20190105,러브 오브 시베리아,9.02
161,20190105,카메라를 멈추면 안 돼!,9.01
162,20190105,어거스트 러쉬,9.00
163,20190105,주먹왕 랄프 2: 인터넷 속으로,8.85
164,20190105,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.78
165,20190105,영주,8.70
166,20190105,브로크백 마운틴,8.68
167,20190105,완벽한 타인,8.67
168,20190105,스윙키즈,8.50
169,20190105,아쿠아맨,8.39
170,20190105,그린치,8.36
171,20190105,너의 췌장을 먹고 싶어,8.34
172,20190105,국가부도의 날,8.21
173,20190105,범블비,8.16
174,20190105,부탁 하나만 들어줘,7.91
175,20190105,트와일라잇,7.87
176,20190105,런닝맨 : 풀룰루의 역습,7.76
177,20190105,호두까기 인형과 4개의 왕국,7.40
178,20190105,군산: 거위를 노래하다,7.02
179,20190105,언니,6.71
180,20190105,마약왕,6.67
181,20190105,도어락,6.35
182,20190105,PMC: 더 벙커,5.42
183,20190106,보헤미안 랩소디,9.48
184,20190106,폴란드로 간 아이들,9.42
185,20190106,헌터 킬러,9.41
186,20190106,트루먼 쇼,9.32
187,20190106,스파이더맨: 뉴 유니버스,9.24
188,20190106,러빙 빈센트,9.20
189,20190106,점박이 한반도의 공룡2 : 새로운 낙원,9.20
190,20190106,바울,9.17
191,20190106,인생 후르츠,9.15
192,20190106,스타 이즈 본,9.15
193,20190106,타샤 튜더,9.14
194,20190106,로마,9.11
195,20190106,극장판 포켓몬스터 모두의 이야기,9.10
196,20190106,러브 오브 시베리아,9.02
197,20190106,카메라를 멈추면 안 돼!,9.01
198,20190106,어거스트 러쉬,9.00
199,20190106,주먹왕 랄프 2: 인터넷 속으로,8.85
200,20190106,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.73
201,20190106,브로크백 마운틴,8.68
202,20190106,완벽한 타인,8.67
203,20190106,영주,8.66
204,20190106,스윙키즈,8.50
205,20190106,아쿠아맨,8.38
206,20190106,그랜드 부다페스트 호텔,8.38
207,20190106,그린치,8.36
208,20190106,국가부도의 날,8.20
209,20190106,범블비,8.15
210,20190106,부탁 하나만 들어줘,7.91
211,20190106,런닝맨 : 풀룰루의 역습,7.75
212,20190106,호두까기 인형과 4개의 왕국,7.40
213,20190106,군산: 거위를 노래하다,7.00
214,20190106,마약왕,6.66
215,20190106,언니,6.65
216,20190106,도어락,6.34
217,20190106,PMC: 더 벙커,5.41
218,20190107,보헤미안 랩소디,9.48
219,20190107,폴란드로 간 아이들,9.42
220,20190107,헌터 킬러,9.41
221,20190107,트루먼 쇼,9.32
222,20190107,스파이더맨: 뉴 유니버스,9.24
223,20190107,러빙 빈센트,9.20
224,20190107,점박이 한반도의 공룡2 : 새로운 낙원,9.17
225,20190107,바울,9.17
226,20190107,스타 이즈 본,9.15
227,20190107,인생 후르츠,9.15
228,20190107,타샤 튜더,9.14
229,20190107,로마,9.11
230,20190107,극장판 포켓몬스터 모두의 이야기,9.10
231,20190107,카메라를 멈추면 안 돼!,9.00
232,20190107,어거스트 러쉬,9.00
233,20190107,주먹왕 랄프 2: 인터넷 속으로,8.80
234,20190107,리즈와 파랑새,8.79
235,20190107,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.74
236,20190107,김광석,8.72
237,20190107,브로크백 마운틴,8.68
238,20190107,완벽한 타인,8.67
239,20190107,영주,8.62
240,20190107,스윙키즈,8.51
241,20190107,아쿠아맨,8.38
242,20190107,그랜드 부다페스트 호텔,8.38
243,20190107,그린치,8.37
244,20190107,국가부도의 날,8.20
245,20190107,범블비,8.16
246,20190107,부탁 하나만 들어줘,7.90
247,20190107,런닝맨 : 풀룰루의 역습,7.75
248,20190107,호두까기 인형과 4개의 왕국,7.40
249,20190107,군산: 거위를 노래하다,6.99
250,20190107,마약왕,6.66
251,20190107,언니,6.60
252,20190107,도어락,6.33
253,20190107,PMC: 더 벙커,5.40
254,20190108,보헤미안 랩소디,9.48
255,20190108,폴란드로 간 아이들,9.42
256,20190108,헌터 킬러,9.41
257,20190108,스파이더맨: 뉴 유니버스,9.24
258,20190108,러빙 빈센트,9.20
259,20190108,점박이 한반도의 공룡2 : 새로운 낙원,9.17
260,20190108,바울,9.17
261,20190108,스타 이즈 본,9.15
262,20190108,인생 후르츠,9.15
263,20190108,타샤 튜더,9.14
264,20190108,로마,9.11
265,20190108,극장판 포켓몬스터 모두의 이야기,9.10
266,20190108,어거스트 러쉬,9.00
267,20190108,카메라를 멈추면 안 돼!,8.99
268,20190108,주먹왕 랄프 2: 인터넷 속으로,8.80
269,20190108,김광석,8.72
270,20190108,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.71
271,20190108,브로크백 마운틴,8.68
272,20190108,영주,8.60
273,20190108,스윙키즈,8.51
274,20190108,그랜드 부다페스트 호텔,8.38
275,20190108,아쿠아맨,8.38
276,20190108,그린치,8.37
277,20190108,국가부도의 날,8.20
278,20190108,범블비,8.16
279,20190108,부탁 하나만 들어줘,7.89
280,20190108,런닝맨 : 풀룰루의 역습,7.75
281,20190108,호두까기 인형과 4개의 왕국,7.40
282,20190108,군산: 거위를 노래하다,6.98
283,20190108,마약왕,6.65
284,20190108,언니,6.59
285,20190108,도어락,6.32
286,20190108,PMC: 더 벙커,5.37
287,20190108,두 개의 문,5.15
288,20190109,보헤미안 랩소디,9.48
289,20190109,폴란드로 간 아이들,9.42
290,20190109,헌터 킬러,9.41
291,20190109,스파이더맨: 뉴 유니버스,9.24
292,20190109,러빙 빈센트,9.20
293,20190109,점박이 한반도의 공룡2 : 새로운 낙원,9.17
294,20190109,바울,9.17
295,20190109,스타 이즈 본,9.15
296,20190109,타샤 튜더,9.14
297,20190109,인생 후르츠,9.13
298,20190109,로마,9.10
299,20190109,극장판 포켓몬스터 모두의 이야기,9.10
300,20190109,어거스트 러쉬,9.00
301,20190109,카메라를 멈추면 안 돼!,9.00
302,20190109,내안의 그놈,8.96
303,20190109,말모이,8.82
304,20190109,주먹왕 랄프 2: 인터넷 속으로,8.78
305,20190109,김광석,8.72
306,20190109,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.69
307,20190109,브로크백 마운틴,8.68
308,20190109,영주,8.59
309,20190109,스윙키즈,8.50
310,20190109,그랜드 부다페스트 호텔,8.38
311,20190109,아쿠아맨,8.38
312,20190109,그린치,8.37
313,20190109,국가부도의 날,8.19
314,20190109,범블비,8.16
315,20190109,부탁 하나만 들어줘,7.89
316,20190109,호두까기 인형과 4개의 왕국,7.40
317,20190109,군산: 거위를 노래하다,6.99
318,20190109,마약왕,6.65
319,20190109,언니,6.55
320,20190109,도어락,6.32
321,20190109,PMC: 더 벙커,5.36
322,20190109,두 개의 문,5.15
323,20190110,보헤미안 랩소디,9.48
324,20190110,극장판 공룡메카드: 타이니소어의 섬,9.46
325,20190110,폴란드로 간 아이들,9.42
326,20190110,헌터 킬러,9.41
327,20190110,스파이더맨: 뉴 유니버스,9.25
328,20190110,러빙 빈센트,9.21
329,20190110,점박이 한반도의 공룡2 : 새로운 낙원,9.17
330,20190110,바울,9.17
331,20190110,스타 이즈 본,9.15
332,20190110,타샤 튜더,9.14
333,20190110,인생 후르츠,9.13
334,20190110,로마,9.10
335,20190110,극장판 포켓몬스터 모두의 이야기,9.10
336,20190110,내안의 그놈,9.09
337,20190110,어거스트 러쉬,9.00
338,20190110,카메라를 멈추면 안 돼!,8.99
339,20190110,말모이,8.85
340,20190110,주먹왕 랄프 2: 인터넷 속으로,8.78
341,20190110,김광석,8.72
342,20190110,브로크백 마운틴,8.68
343,20190110,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.66
344,20190110,영주,8.56
345,20190110,스윙키즈,8.50
346,20190110,아쿠아맨,8.38
347,20190110,그랜드 부다페스트 호텔,8.38
348,20190110,그린치,8.36
349,20190110,국가부도의 날,8.19
350,20190110,범블비,8.16
351,20190110,부탁 하나만 들어줘,7.88
352,20190110,호두까기 인형과 4개의 왕국,7.40
353,20190110,군산: 거위를 노래하다,6.99
354,20190110,마약왕,6.64
355,20190110,언니,6.57
356,20190110,도어락,6.31
357,20190110,PMC: 더 벙커,5.35
358,20190110,두 개의 문,5.15
359,20190111,그린 북,9.70
360,20190111,보헤미안 랩소디,9.48
361,20190111,폴란드로 간 아이들,9.42
362,20190111,헌터 킬러,9.41
363,20190111,극장판 공룡메카드: 타이니소어의 섬,9.34
364,20190111,스파이더맨: 뉴 유니버스,9.25
365,20190111,킹 오브 프리즘 프라이드 더 히어로,9.21
366,20190111,러빙 빈센트,9.20
367,20190111,점박이 한반도의 공룡2 : 새로운 낙원,9.18
368,20190111,바울,9.17
369,20190111,킹 오브 프리즘,9.17
370,20190111,스타 이즈 본,9.15
371,20190111,타샤 튜더,9.14
372,20190111,인생 후르츠,9.14
373,20190111,로마,9.10
374,20190111,극장판 포켓몬스터 모두의 이야기,9.08
375,20190111,어거스트 러쉬,9.00
376,20190111,카메라를 멈추면 안 돼!,9.00
377,20190111,내안의 그놈,8.98
378,20190111,말모이,8.88
379,20190111,주먹왕 랄프 2: 인터넷 속으로,8.78
380,20190111,김광석,8.72
381,20190111,브로크백 마운틴,8.68
382,20190111,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.64
383,20190111,캐롤,8.54
384,20190111,영주,8.52
385,20190111,스윙키즈,8.50
386,20190111,아쿠아맨,8.38
387,20190111,그랜드 부다페스트 호텔,8.38
388,20190111,그린치,8.36
389,20190111,국가부도의 날,8.19
390,20190111,범블비,8.16
391,20190111,부탁 하나만 들어줘,7.88
392,20190111,호두까기 인형과 4개의 왕국,7.40
393,20190111,군산: 거위를 노래하다,6.99
394,20190111,마약왕,6.61
395,20190111,언니,6.58
396,20190111,도어락,6.31
397,20190111,PMC: 더 벙커,5.35
398,20190111,두 개의 문,5.15
399,20190112,그린 북,9.73
400,20190112,보헤미안 랩소디,9.48
401,20190112,폴란드로 간 아이들,9.43
402,20190112,헌터 킬러,9.41
403,20190112,극장판 공룡메카드: 타이니소어의 섬,9.26
404,20190112,스파이더맨: 뉴 유니버스,9.25
405,20190112,킹 오브 프리즘 프라이드 더 히어로,9.21
406,20190112,러빙 빈센트,9.21
407,20190112,점박이 한반도의 공룡2 : 새로운 낙원,9.18
408,20190112,킹 오브 프리즘,9.17
409,20190112,바울,9.17
410,20190112,스타 이즈 본,9.15
411,20190112,타샤 튜더,9.14
412,20190112,인생 후르츠,9.13
413,20190112,로마,9.10
414,20190112,극장판 포켓몬스터 모두의 이야기,9.07
415,20190112,말모이,9.00
416,20190112,어거스트 러쉬,9.00
417,20190112,카메라를 멈추면 안 돼!,9.00
418,20190112,내안의 그놈,8.98
419,20190112,주먹왕 랄프 2: 인터넷 속으로,8.77
420,20190112,김광석,8.72
421,20190112,브로크백 마운틴,8.68
422,20190112,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.62
423,20190112,캐롤,8.54
424,20190112,스윙키즈,8.50
425,20190112,영주,8.49
426,20190112,아쿠아맨,8.38
427,20190112,그랜드 부다페스트 호텔,8.38
428,20190112,그린치,8.36
429,20190112,국가부도의 날,8.18
430,20190112,범블비,8.16
431,20190112,부탁 하나만 들어줘,7.88
432,20190112,호두까기 인형과 4개의 왕국,7.40
433,20190112,군산: 거위를 노래하다,6.99
434,20190112,마약왕,6.58
435,20190112,언니,6.58
436,20190112,도어락,6.31
437,20190112,PMC: 더 벙커,5.35
438,20190112,두 개의 문,5.15
439,20190113,그린 북,9.70
440,20190113,보헤미안 랩소디,9.48
441,20190113,폴란드로 간 아이들,9.42
442,20190113,헌터 킬러,9.41
443,20190113,스파이더맨: 뉴 유니버스,9.25
444,20190113,극장판 공룡메카드: 타이니소어의 섬,9.22
445,20190113,킹 오브 프리즘 프라이드 더 히어로,9.21
446,20190113,러빙 빈센트,9.20
447,20190113,점박이 한반도의 공룡2 : 새로운 낙원,9.18
448,20190113,바울,9.17
449,20190113,킹 오브 프리즘,9.16
450,20190113,스타 이즈 본,9.15
451,20190113,인생 후르츠,9.15
452,20190113,타샤 튜더,9.14
453,20190113,로마,9.10
454,20190113,극장판 포켓몬스터 모두의 이야기,9.06
455,20190113,말모이,9.05
456,20190113,카메라를 멈추면 안 돼!,9.00
457,20190113,어거스트 러쉬,9.00
458,20190113,내안의 그놈,8.96
459,20190113,주먹왕 랄프 2: 인터넷 속으로,8.77
460,20190113,김광석,8.72
461,20190113,브로크백 마운틴,8.68
462,20190113,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.60
463,20190113,캐롤,8.54
464,20190113,스윙키즈,8.50
465,20190113,영주,8.45
466,20190113,아쿠아맨,8.38
467,20190113,그랜드 부다페스트 호텔,8.38
468,20190113,그린치,8.36
469,20190113,국가부도의 날,8.18
470,20190113,범블비,8.17
471,20190113,부탁 하나만 들어줘,7.88
472,20190113,호두까기 인형과 4개의 왕국,7.39
473,20190113,군산: 거위를 노래하다,6.96
474,20190113,언니,6.58
475,20190113,마약왕,6.56
476,20190113,도어락,6.30
477,20190113,PMC: 더 벙커,5.34
478,20190114,그린 북,9.70
479,20190114,보헤미안 랩소디,9.48
480,20190114,폴란드로 간 아이들,9.42
481,20190114,헌터 킬러,9.41
482,20190114,스파이더맨: 뉴 유니버스,9.25
483,20190114,킹 오브 프리즘 프라이드 더 히어로,9.21
484,20190114,러빙 빈센트,9.20
485,20190114,극장판 공룡메카드: 타이니소어의 섬,9.19
486,20190114,점박이 한반도의 공룡2 : 새로운 낙원,9.18
487,20190114,바울,9.17
488,20190114,킹 오브 프리즘,9.16
489,20190114,스타 이즈 본,9.15
490,20190114,인생 후르츠,9.14
491,20190114,타샤 튜더,9.14
492,20190114,로마,9.09
493,20190114,극장판 포켓몬스터 모두의 이야기,9.06
494,20190114,말모이,9.04
495,20190114,비긴 어게인,9.02
496,20190114,카메라를 멈추면 안 돼!,9.00
497,20190114,내안의 그놈,8.92
498,20190114,소공녀,8.87
499,20190114,주먹왕 랄프 2: 인터넷 속으로,8.76
500,20190114,김광석,8.72
501,20190114,브로크백 마운틴,8.68
502,20190114,라라랜드,8.59
503,20190114,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.59
504,20190114,캐롤,8.54
505,20190114,스윙키즈,8.50
506,20190114,영주,8.46
507,20190114,티파니에서 아침을,8.40
508,20190114,아쿠아맨,8.38
509,20190114,그랜드 부다페스트 호텔,8.38
510,20190114,그린치,8.35
511,20190114,국가부도의 날,8.18
512,20190114,범블비,8.17
513,20190114,부탁 하나만 들어줘,7.89
514,20190114,호두까기 인형과 4개의 왕국,7.39
515,20190114,군산: 거위를 노래하다,6.96
516,20190114,언니,6.57
517,20190114,마약왕,6.55
518,20190114,도어락,6.30
519,20190114,PMC: 더 벙커,5.34
520,20190115,그린 북,9.68
521,20190115,보헤미안 랩소디,9.48
522,20190115,폴란드로 간 아이들,9.42
523,20190115,헌터 킬러,9.40
524,20190115,스파이더맨: 뉴 유니버스,9.26
525,20190115,러빙 빈센트,9.20
526,20190115,극장판 공룡메카드: 타이니소어의 섬,9.19
527,20190115,점박이 한반도의 공룡2 : 새로운 낙원,9.17
528,20190115,바울,9.17
529,20190115,스타 이즈 본,9.15
530,20190115,인생 후르츠,9.14
531,20190115,타샤 튜더,9.14
532,20190115,로마,9.10
533,20190115,극장판 포켓몬스터 모두의 이야기,9.05
534,20190115,말모이,9.04
535,20190115,카메라를 멈추면 안 돼!,9.00
536,20190115,어거스트 러쉬,9.00
537,20190115,내안의 그놈,8.87
538,20190115,소공녀,8.87
539,20190115,주먹왕 랄프 2: 인터넷 속으로,8.77
540,20190115,김광석,8.72
541,20190115,브로크백 마운틴,8.68
542,20190115,악마는 프라다를 입는다,8.66
543,20190115,라라랜드,8.59
544,20190115,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.55
545,20190115,캐롤,8.54
546,20190115,스윙키즈,8.50
547,20190115,영주,8.45
548,20190115,티파니에서 아침을,8.40
549,20190115,아쿠아맨,8.38
550,20190115,그랜드 부다페스트 호텔,8.38
551,20190115,그린치,8.35
552,20190115,국가부도의 날,8.18
553,20190115,범블비,8.17
554,20190115,죄 많은 소녀,8.06
555,20190115,부탁 하나만 들어줘,7.89
556,20190115,호두까기 인형과 4개의 왕국,7.40
557,20190115,군산: 거위를 노래하다,6.96
558,20190115,마약왕,6.54
559,20190115,언니,6.35
560,20190115,도어락,6.28
561,20190115,PMC: 더 벙커,5.34
562,20190116,그린 북,9.66
563,20190116,보헤미안 랩소디,9.48
564,20190116,폴란드로 간 아이들,9.42
565,20190116,헌터 킬러,9.40
566,20190116,스파이더맨: 뉴 유니버스,9.26
567,20190116,러빙 빈센트,9.20
568,20190116,극장판 공룡메카드: 타이니소어의 섬,9.18
569,20190116,점박이 한반도의 공룡2 : 새로운 낙원,9.18
570,20190116,바울,9.17
571,20190116,스타 이즈 본,9.15
572,20190116,인생 후르츠,9.14
573,20190116,타샤 튜더,9.14
574,20190116,로마,9.10
575,20190116,말모이,9.04
576,20190116,극장판 포켓몬스터 모두의 이야기,9.04
577,20190116,어거스트 러쉬,9.00
578,20190116,카메라를 멈추면 안 돼!,8.99
579,20190116,소공녀,8.87
580,20190116,내안의 그놈,8.85
581,20190116,주먹왕 랄프 2: 인터넷 속으로,8.77
582,20190116,김광석,8.72
583,20190116,악마는 프라다를 입는다,8.66
584,20190116,라라랜드,8.59
585,20190116,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.52
586,20190116,스윙키즈,8.50
587,20190116,영주,8.45
588,20190116,티파니에서 아침을,8.40
589,20190116,아쿠아맨,8.38
590,20190116,그랜드 부다페스트 호텔,8.38
591,20190116,그린치,8.36
592,20190116,국가부도의 날,8.18
593,20190116,범블비,8.17
594,20190116,죄 많은 소녀,8.06
595,20190116,부탁 하나만 들어줘,7.88
596,20190116,군산: 거위를 노래하다,6.96
597,20190116,마약왕,6.53
598,20190116,도어락,6.28
599,20190116,언니,6.12
600,20190116,PMC: 더 벙커,5.33
601,20190117,그린 북,9.66
602,20190117,언더독,9.56
603,20190117,보헤미안 랩소디,9.47
604,20190117,폴란드로 간 아이들,9.43
605,20190117,헌터 킬러,9.40
606,20190117,스파이더맨: 뉴 유니버스,9.26
607,20190117,러빙 빈센트,9.20
608,20190117,극장판 공룡메카드: 타이니소어의 섬,9.18
609,20190117,점박이 한반도의 공룡2 : 새로운 낙원,9.18
610,20190117,바울,9.17
611,20190117,스타 이즈 본,9.15
612,20190117,인생 후르츠,9.15
613,20190117,타샤 튜더,9.14
614,20190117,로마,9.10
615,20190117,극장판 포켓몬스터 모두의 이야기,9.04
616,20190117,말모이,9.04
617,20190117,어거스트 러쉬,9.00
618,20190117,디어 헌터,8.89
619,20190117,소공녀,8.87
620,20190117,내안의 그놈,8.81
621,20190117,주먹왕 랄프 2: 인터넷 속으로,8.76
622,20190117,악마는 프라다를 입는다,8.66
623,20190117,라라랜드,8.59
624,20190117,스윙키즈,8.50
625,20190117,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.48
626,20190117,영주,8.43
627,20190117,티파니에서 아침을,8.40
628,20190117,아쿠아맨,8.38
629,20190117,그랜드 부다페스트 호텔,8.38
630,20190117,그린치,8.36
631,20190117,국가부도의 날,8.18
632,20190117,범블비,8.17
633,20190117,죄 많은 소녀,8.06
634,20190117,글래스,7.91
635,20190117,부탁 하나만 들어줘,7.87
636,20190117,군산: 거위를 노래하다,6.97
637,20190117,마약왕,6.52
638,20190117,도어락,6.28
639,20190117,언니,6.02
640,20190117,PMC: 더 벙커,5.32
641,20190118,그린 북,9.67
642,20190118,언더독,9.53
643,20190118,보헤미안 랩소디,9.47
644,20190118,폴란드로 간 아이들,9.43
645,20190118,헌터 킬러,9.40
646,20190118,스파이더맨: 뉴 유니버스,9.26
647,20190118,러빙 빈센트,9.21
648,20190118,극장판 공룡메카드: 타이니소어의 섬,9.19
649,20190118,점박이 한반도의 공룡2 : 새로운 낙원,9.18
650,20190118,바울,9.17
651,20190118,인생 후르츠,9.15
652,20190118,스타 이즈 본,9.15
653,20190118,타샤 튜더,9.14
654,20190118,로마,9.10
655,20190118,극장판 포켓몬스터 모두의 이야기,9.03
656,20190118,말모이,9.02
657,20190118,어거스트 러쉬,9.00
658,20190118,디어 헌터,8.89
659,20190118,소공녀,8.87
660,20190118,내안의 그놈,8.79
661,20190118,주먹왕 랄프 2: 인터넷 속으로,8.76
662,20190118,라라랜드,8.59
663,20190118,스윙키즈,8.48
664,20190118,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.45
665,20190118,영주,8.44
666,20190118,티파니에서 아침을,8.40
667,20190118,아쿠아맨,8.38
668,20190118,그랜드 부다페스트 호텔,8.38
669,20190118,그린치,8.36
670,20190118,범블비,8.18
671,20190118,국가부도의 날,8.18
672,20190118,죄 많은 소녀,8.06
673,20190118,글래스,7.96
674,20190118,부탁 하나만 들어줘,7.86
675,20190118,군산: 거위를 노래하다,6.96
