,날짜,영화명,평점
8817,20190718,마녀 배달부 키키,9.07
8818,20190718,양들의 침묵,9.01
8819,20190718,기쿠지로의 여름,8.97
8820,20190718,에이미,8.90
8821,20190718,세상을 바꾼 변호인,8.89
8822,20190718,천로역정: 천국을 찾아서,8.87
8823,20190718,연인,8.87
8824,20190718,부에나 비스타 소셜 클럽,8.76
8825,20190718,고양이를 부탁해,8.74
8826,20190718,건축학개론,8.65
8827,20190718,라라랜드,8.59
8828,20190718,엑소시스트,8.58
8829,20190718,극한직업,8.53
8830,20190718,기생충,8.51
8831,20190718,그녀,8.50
8832,20190718,옥자,8.45
8833,20190718,오멘,8.43
8834,20190718,스파이더맨: 파 프롬 홈,8.42
8835,20190718,탐정: 리턴즈,8.40
8836,20190718,라이온 킹,8.40
8837,20190718,콜드 워,8.37
8838,20190718,바스터즈: 거친 녀석들,8.32
8839,20190718,리스본행 야간열차,8.30
8840,20190718,존 윅 3: 파라벨룸,8.29
8841,20190718,사일런스,8.20
8842,20190718,로켓맨,8.14
8843,20190718,나의 산티아고,8.12
8844,20190718,프란시스 하,8.08
8845,20190718,황혼에서 새벽까지,8.08
8846,20190718,28일 후,7.90
8847,20190718,롱 리브 더 킹: 목포 영웅,7.70
8848,20190718,박화영,7.68
8849,20190718,진범,7.49
8850,20190718,노리개: 그녀의 눈물,7.36
8851,20190718,미드소마,6.92
8852,20190718,서스페리아,6.89
8853,20190718,애나벨 집으로,6.75
8854,20190718,기방도령,6.11
8855,20190718,비스트,5.85
8856,20190718,극장판 엉덩이 탐정: 화려한 사건 수첩,4.87
8857,20190719,알라딘,9.44
8858,20190719,어벤져스: 엔드게임,9.39
8859,20190719,교회오빠,9.28
8860,20190719,이웃집 토토로,9.27
8861,20190719,토이 스토리 4,9.08
8862,20190719,마녀 배달부 키키,9.07
8863,20190719,양들의 침묵,9.01
8864,20190719,기쿠지로의 여름,8.97
8865,20190719,세상을 바꾼 변호인,8.90
8866,20190719,에이미,8.90
8867,20190719,천로역정: 천국을 찾아서,8.87
8868,20190719,연인,8.87
8869,20190719,부에나 비스타 소셜 클럽,8.76
8870,20190719,고양이를 부탁해,8.73
8871,20190719,건축학개론,8.65
8872,20190719,라라랜드,8.59
8873,20190719,엑소시스트,8.58
8874,20190719,극한직업,8.53
8875,20190719,기생충,8.51
8876,20190719,그녀,8.50
8877,20190719,옥자,8.45
8878,20190719,오멘,8.43
8879,20190719,스파이더맨: 파 프롬 홈,8.42
8880,20190719,탐정: 리턴즈,8.40
8881,20190719,콜드 워,8.37
8882,20190719,라이온 킹,8.32
8883,20190719,바스터즈: 거친 녀석들,8.32
8884,20190719,리스본행 야간열차,8.30
8885,20190719,1919 유관순,8.29
8886,20190719,존 윅 3: 파라벨룸,8.28
8887,20190719,사일런스,8.20
8888,20190719,로켓맨,8.14
8889,20190719,나의 산티아고,8.12
8890,20190719,프란시스 하,8.08
8891,20190719,황혼에서 새벽까지,8.08
8892,20190719,28일 후,7.91
8893,20190719,롱 리브 더 킹: 목포 영웅,7.69
8894,20190719,박화영,7.68
8895,20190719,진범,7.46
8896,20190719,노리개: 그녀의 눈물,7.37
8897,20190719,미드소마,6.95
8898,20190719,서스페리아,6.89
8899,20190719,애나벨 집으로,6.76
8900,20190719,기방도령,6.09
8901,20190719,비스트,5.78
8902,20190719,극장판 엉덩이 탐정: 화려한 사건 수첩,4.88
8903,20190720,알라딘,9.44
8904,20190720,어벤져스: 엔드게임,9.39
8905,20190720,교회오빠,9.28
8906,20190720,이웃집 토토로,9.27
8907,20190720,토이 스토리 4,9.09
8908,20190720,마녀 배달부 키키,9.07
8909,20190720,양들의 침묵,9.01
8910,20190720,기쿠지로의 여름,8.97
8911,20190720,세상을 바꾼 변호인,8.90
8912,20190720,연인,8.86
8913,20190720,천로역정: 천국을 찾아서,8.84
8914,20190720,부에나 비스타 소셜 클럽,8.76
8915,20190720,고양이를 부탁해,8.73
8916,20190720,건축학개론,8.65
8917,20190720,라라랜드,8.59
8918,20190720,엑소시스트,8.58
8919,20190720,기생충,8.51
8920,20190720,그녀,8.50
8921,20190720,옥자,8.45
8922,20190720,오멘,8.43
8923,20190720,스파이더맨: 파 프롬 홈,8.42
8924,20190720,탐정: 리턴즈,8.40
8925,20190720,라이온 킹,8.35
8926,20190720,바스터즈: 거친 녀석들,8.32
8927,20190720,리스본행 야간열차,8.30
8928,20190720,1919 유관순,8.29
8929,20190720,존 윅 3: 파라벨룸,8.28
8930,20190720,사일런스,8.19
8931,20190720,로켓맨,8.14
8932,20190720,나의 산티아고,8.12
8933,20190720,프란시스 하,8.08
8934,20190720,황혼에서 새벽까지,8.08
8935,20190720,28일 후,7.91
8936,20190720,롱 리브 더 킹: 목포 영웅,7.68
8937,20190720,박화영,7.68
8938,20190720,진범,7.45
8939,20190720,노리개: 그녀의 눈물,7.37
8940,20190720,마담 싸이코,6.96
8941,20190720,미드소마,6.95
8942,20190720,서스페리아,6.89
8943,20190720,애나벨 집으로,6.75
8944,20190720,기방도령,6.07
8945,20190720,비스트,5.71
8946,20190720,극장판 엉덩이 탐정: 화려한 사건 수첩,4.85
8947,20190721,알라딘,9.43
8948,20190721,어벤져스: 엔드게임,9.39
8949,20190721,모던 타임즈,9.29
8950,20190721,교회오빠,9.28
8951,20190721,이웃집 토토로,9.27
8952,20190721,토이 스토리 4,9.09
8953,20190721,마녀 배달부 키키,9.03
8954,20190721,양들의 침묵,9.01
8955,20190721,기쿠지로의 여름,8.97
8956,20190721,세상을 바꾼 변호인,8.90
8957,20190721,연인,8.85
8958,20190721,천로역정: 천국을 찾아서,8.83
8959,20190721,부에나 비스타 소셜 클럽,8.76
8960,20190721,라라랜드,8.59
8961,20190721,엑소시스트,8.58
8962,20190721,기생충,8.51
8963,20190721,옥자,8.45
8964,20190721,오멘,8.43
8965,20190721,스파이더맨: 파 프롬 홈,8.41
8966,20190721,탐정: 리턴즈,8.40
8967,20190721,라이온 킹,8.39
8968,20190721,바스터즈: 거친 녀석들,8.32
8969,20190721,리스본행 야간열차,8.30
8970,20190721,1919 유관순,8.29
8971,20190721,존 윅 3: 파라벨룸,8.28
8972,20190721,사일런스,8.19
8973,20190721,로켓맨,8.14
8974,20190721,나의 산티아고,8.12
8975,20190721,프란시스 하,8.08
8976,20190721,황혼에서 새벽까지,8.08
8977,20190721,28일 후,7.91
8978,20190721,박화영,7.68
8979,20190721,롱 리브 더 킹: 목포 영웅,7.67
8980,20190721,진범,7.43
8981,20190721,노리개: 그녀의 눈물,7.37
8982,20190721,마담 싸이코,6.97
8983,20190721,미드소마,6.96
8984,20190721,서스페리아,6.89
8985,20190721,애나벨 집으로,6.76
8986,20190721,기방도령,6.04
8987,20190721,사일런스,5.85
8988,20190721,비스트,5.67
8989,20190721,시민 노무현,5.64
8990,20190721,극장판 엉덩이 탐정: 화려한 사건 수첩,4.45
8991,20190722,알라딘,9.43
8992,20190722,어벤져스: 엔드게임,9.39
8993,20190722,모던 타임즈,9.29
8994,20190722,교회오빠,9.28
8995,20190722,이웃집 토토로,9.26
8996,20190722,토이 스토리 4,9.08
8997,20190722,마녀 배달부 키키,9.03
8998,20190722,양들의 침묵,9.01
8999,20190722,세상을 바꾼 변호인,8.90
9000,20190722,연인,8.85
9001,20190722,천로역정: 천국을 찾아서,8.79
9002,20190722,부에나 비스타 소셜 클럽,8.76
9003,20190722,엑소시스트,8.58
9004,20190722,기생충,8.51
9005,20190722,그녀,8.50
9006,20190722,옥자,8.45
9007,20190722,오멘,8.43
9008,20190722,스파이더맨: 파 프롬 홈,8.41
9009,20190722,탐정: 리턴즈,8.40
9010,20190722,라이온 킹,8.38
9011,20190722,바스터즈: 거친 녀석들,8.32
9012,20190722,리스본행 야간열차,8.30
9013,20190722,1919 유관순,8.29
9014,20190722,존 윅 3: 파라벨룸,8.27
9015,20190722,나의 산티아고,8.12
9016,20190722,프란시스 하,8.08
9017,20190722,황혼에서 새벽까지,8.08
9018,20190722,28일 후,7.91
9019,20190722,박화영,7.68
9020,20190722,롱 리브 더 킹: 목포 영웅,7.66
9021,20190722,진범,7.40
9022,20190722,노리개: 그녀의 눈물,7.37
9023,20190722,미드소마,6.98
9024,20190722,마담 싸이코,6.96
9025,20190722,애나벨 집으로,6.76
9026,20190722,기방도령,6.01
9027,20190722,사일런스,5.78
9028,20190722,시민 노무현,5.64
9029,20190722,비스트,5.63
9030,20190722,극장판 엉덩이 탐정: 화려한 사건 수첩,4.28
9031,20190723,알라딘,9.43
9032,20190723,어벤져스: 엔드게임,9.39
9033,20190723,모던 타임즈,9.29
9034,20190723,교회오빠,9.28
9035,20190723,이웃집 토토로,9.26
9036,20190723,토이 스토리 4,9.09
9037,20190723,명탐정 코난 : 제로의 집행인,9.07
9038,20190723,마녀 배달부 키키,9.02
9039,20190723,양들의 침묵,9.00
9040,20190723,세상을 바꾼 변호인,8.87
9041,20190723,연인,8.86
9042,20190723,천로역정: 천국을 찾아서,8.79
9043,20190723,부에나 비스타 소셜 클럽,8.76
9044,20190723,엑소시스트,8.58
9045,20190723,기생충,8.51
9046,20190723,그녀,8.50
9047,20190723,옥자,8.45
9048,20190723,오멘,8.43
9049,20190723,스파이더맨: 파 프롬 홈,8.41
9050,20190723,탐정: 리턴즈,8.40
9051,20190723,라이온 킹,8.35
9052,20190723,바스터즈: 거친 녀석들,8.32
9053,20190723,리스본행 야간열차,8.30
9054,20190723,1919 유관순,8.29
9055,20190723,존 윅 3: 파라벨룸,8.27
9056,20190723,나의 산티아고,8.12
9057,20190723,프란시스 하,8.08
9058,20190723,황혼에서 새벽까지,8.08
9059,20190723,28일 후,7.91
9060,20190723,박화영,7.69
9061,20190723,롱 리브 더 킹: 목포 영웅,7.65
9062,20190723,진범,7.38
9063,20190723,노리개: 그녀의 눈물,7.37
9064,20190723,미드소마,6.95
9065,20190723,마담 싸이코,6.94
9066,20190723,애나벨 집으로,6.75
9067,20190723,기방도령,5.99
9068,20190723,사일런스,5.79
9069,20190723,시민 노무현,5.64
9070,20190723,비스트,5.60
9071,20190723,극장판 엉덩이 탐정: 화려한 사건 수첩,4.21
9072,20190724,알라딘,9.43
9073,20190724,어벤져스: 엔드게임,9.39
9074,20190724,모던 타임즈,9.29
9075,20190724,교회오빠,9.28
9076,20190724,이웃집 토토로,9.26
9077,20190724,토이 스토리 4,9.09
9078,20190724,퍼펙트 월드,9.03
9079,20190724,마녀 배달부 키키,9.00
9080,20190724,양들의 침묵,9.00
9081,20190724,마담 프루스트의 비밀정원,8.89
9082,20190724,세상을 바꾼 변호인,8.87
9083,20190724,디어 헌터,8.86
9084,20190724,연인,8.86
9085,20190724,천로역정: 천국을 찾아서,8.77
9086,20190724,부에나 비스타 소셜 클럽,8.76
9087,20190724,엑소시스트,8.58
9088,20190724,기생충,8.51
9089,20190724,그녀,8.50
9090,20190724,링,8.46
9091,20190724,옥자,8.45
9092,20190724,오멘,8.43
9093,20190724,스파이더맨: 파 프롬 홈,8.41
9094,20190724,탐정: 리턴즈,8.40
9095,20190724,라이온 킹,8.33
9096,20190724,바스터즈: 거친 녀석들,8.32
9097,20190724,리스본행 야간열차,8.30
9098,20190724,존 윅 3: 파라벨룸,8.27
9099,20190724,나의 산티아고,8.12
9100,20190724,프란시스 하,8.08
9101,20190724,28일 후,7.91
9102,20190724,박화영,7.70
9103,20190724,롱 리브 더 킹: 목포 영웅,7.64
9104,20190724,진범,7.39
9105,20190724,노리개: 그녀의 눈물,7.37
9106,20190724,마담 싸이코,6.94
9107,20190724,미드소마,6.93
9108,20190724,애나벨 집으로,6.75
9109,20190724,기방도령,5.92
9110,20190724,사일런스,5.74
9111,20190724,시민 노무현,5.66
9112,20190724,비스트,5.59
9113,20190724,나랏말싸미,5.00
9114,20190724,극장판 엉덩이 탐정: 화려한 사건 수첩,4.12
9115,20190725,레드슈즈,9.54
9116,20190725,알라딘,9.43
9117,20190725,어벤져스: 엔드게임,9.39
9118,20190725,모던 타임즈,9.29
9119,20190725,교회오빠,9.28
9120,20190725,이웃집 토토로,9.26
9121,20190725,토이 스토리 4,9.09
9122,20190725,퍼펙트 월드,9.03
9123,20190725,마녀 배달부 키키,9.00
9124,20190725,양들의 침묵,9.00
9125,20190725,마담 프루스트의 비밀정원,8.89
9126,20190725,세상을 바꾼 변호인,8.89
9127,20190725,디어 헌터,8.86
9128,20190725,연인,8.86
9129,20190725,부에나 비스타 소셜 클럽,8.76
9130,20190725,천로역정: 천국을 찾아서,8.76
9131,20190725,엑소시스트,8.58
9132,20190725,극한직업,8.53
9133,20190725,기생충,8.51
9134,20190725,그녀,8.50
9135,20190725,링,8.46
9136,20190725,옥자,8.45
9137,20190725,오멘,8.43
9138,20190725,스파이더맨: 파 프롬 홈,8.42
9139,20190725,탐정: 리턴즈,8.40
9140,20190725,라이온 킹,8.32
9141,20190725,바스터즈: 거친 녀석들,8.32
9142,20190725,리스본행 야간열차,8.30
9143,20190725,존 윅 3: 파라벨룸,8.27
9144,20190725,나의 산티아고,8.12
9145,20190725,프란시스 하,8.08
9146,20190725,28일 후,7.91
9147,20190725,박화영,7.70
9148,20190725,롱 리브 더 킹: 목포 영웅,7.64
9149,20190725,진범,7.39
9150,20190725,노리개: 그녀의 눈물,7.37
9151,20190725,미드소마,6.93
9152,20190725,마담 싸이코,6.91
9153,20190725,애나벨 집으로,6.73
9154,20190725,명탐정 코난: 감청의 권,6.67
9155,20190725,기방도령,5.91
9156,20190725,사일런스,5.71
9157,20190725,비스트,5.57
9158,20190725,나랏말싸미,4.26
9159,20190725,극장판 엉덩이 탐정: 화려한 사건 수첩,4.09
9160,20190726,알라딘,9.43
9161,20190726,어벤져스: 엔드게임,9.39
9162,20190726,레드슈즈,9.38
9163,20190726,아이 캔 스피크,9.37
9164,20190726,모던 타임즈,9.29
9165,20190726,뽀로로 극장판 보물섬 대모험,9.28
9166,20190726,교회오빠,9.28
9167,20190726,이웃집 토토로,9.26
9168,20190726,토이 스토리 4,9.08
9169,20190726,퍼펙트 월드,9.03
9170,20190726,마녀 배달부 키키,9.01
9171,20190726,양들의 침묵,9.00
9172,20190726,나의 특별한 형제,8.90
9173,20190726,마담 프루스트의 비밀정원,8.89
9174,20190726,세상을 바꾼 변호인,8.89
9175,20190726,연인,8.86
9176,20190726,디어 헌터,8.86
9177,20190726,부에나 비스타 소셜 클럽,8.76
9178,20190726,천로역정: 천국을 찾아서,8.74
9179,20190726,엑소시스트,8.58
9180,20190726,마이펫의 이중생활,8.57
9181,20190726,기생충,8.51
9182,20190726,그녀,8.50
9183,20190726,링,8.46
9184,20190726,옥자,8.45
9185,20190726,오멘,8.43
9186,20190726,스파이더맨: 파 프롬 홈,8.41
9187,20190726,탐정: 리턴즈,8.40
9188,20190726,라이온 킹,8.32
9189,20190726,바스터즈: 거친 녀석들,8.32
9190,20190726,리스본행 야간열차,8.30
9191,20190726,존 윅 3: 파라벨룸,8.27
9192,20190726,나의 산티아고,8.12
9193,20190726,프란시스 하,8.08
9194,20190726,28일 후,7.91
9195,20190726,박화영,7.69
9196,20190726,롱 리브 더 킹: 목포 영웅,7.64
9197,20190726,진범,7.37
9198,20190726,노리개: 그녀의 눈물,7.37
9199,20190726,미드소마,6.93
9200,20190726,마담 싸이코,6.93
9201,20190726,애나벨 집으로,6.73
9202,20190726,명탐정 코난: 감청의 권,6.04
9203,20190726,기방도령,5.88
9204,20190726,사일런스,5.70
9205,20190726,비스트,5.55
9206,20190726,극장판 엉덩이 탐정: 화려한 사건 수첩,4.07
9207,20190726,나랏말싸미,4.03
9208,20190727,알라딘,9.43
9209,20190727,어벤져스: 엔드게임,9.39
9210,20190727,아이 캔 스피크,9.37
9211,20190727,레드슈즈,9.32
9212,20190727,모던 타임즈,9.29
9213,20190727,뽀로로 극장판 보물섬 대모험,9.28
9214,20190727,교회오빠,9.28
9215,20190727,이웃집 토토로,9.26
9216,20190727,토이 스토리 4,9.08
9217,20190727,퍼펙트 월드,9.03
9218,20190727,양들의 침묵,9.00
9219,20190727,마녀 배달부 키키,9.00
9220,20190727,나의 특별한 형제,8.90
9221,20190727,마담 프루스트의 비밀정원,8.89
9222,20190727,세상을 바꾼 변호인,8.89
9223,20190727,연인,8.86
9224,20190727,디어 헌터,8.86
9225,20190727,부에나 비스타 소셜 클럽,8.76
9226,20190727,천로역정: 천국을 찾아서,8.75
9227,20190727,엑소시스트,8.58
9228,20190727,마이펫의 이중생활,8.57
9229,20190727,기생충,8.51
9230,20190727,그녀,8.50
9231,20190727,링,8.46
9232,20190727,옥자,8.45
9233,20190727,오멘,8.43
9234,20190727,롱 샷,8.42
9235,20190727,스파이더맨: 파 프롬 홈,8.41
9236,20190727,탐정: 리턴즈,8.40
9237,20190727,라이온 킹,8.32
9238,20190727,바스터즈: 거친 녀석들,8.32
9239,20190727,리스본행 야간열차,8.30
9240,20190727,존 윅 3: 파라벨룸,8.27
9241,20190727,나의 산티아고,8.12
9242,20190727,프란시스 하,8.08
9243,20190727,28일 후,7.91
9244,20190727,박화영,7.70
9245,20190727,롱 리브 더 킹: 목포 영웅,7.64
9246,20190727,노리개: 그녀의 눈물,7.37
9247,20190727,진범,7.36
9248,20190727,미드소마,6.93
9249,20190727,마담 싸이코,6.91
9250,20190727,애나벨 집으로,6.72
9251,20190727,기방도령,5.85
9252,20190727,명탐정 코난: 감청의 권,5.81
9253,20190727,사일런스,5.70
9254,20190727,비스트,5.53
9255,20190727,극장판 엉덩이 탐정: 화려한 사건 수첩,4.05
9256,20190727,나랏말싸미,3.80
9257,20190728,알라딘,9.43
9258,20190728,어벤져스: 엔드게임,9.39
9259,20190728,아이 캔 스피크,9.37
9260,20190728,레드슈즈,9.36
9261,20190728,모던 타임즈,9.31
9262,20190728,뽀로로 극장판 보물섬 대모험,9.28
9263,20190728,교회오빠,9.27
9264,20190728,이웃집 토토로,9.26
9265,20190728,토이 스토리 4,9.08
9266,20190728,퍼펙트 월드,9.03
9267,20190728,양들의 침묵,9.00
9268,20190728,마녀 배달부 키키,9.00
9269,20190728,나의 특별한 형제,8.90
9270,20190728,마담 프루스트의 비밀정원,8.90
9271,20190728,세상을 바꾼 변호인,8.89
9272,20190728,연인,8.86
9273,20190728,디어 헌터,8.86
9274,20190728,천로역정: 천국을 찾아서,8.74
9275,20190728,엑소시스트,8.58
9276,20190728,마이펫의 이중생활,8.57
9277,20190728,기생충,8.51
9278,20190728,그녀,8.50
9279,20190728,롱 샷,8.49
9280,20190728,링,8.47
9281,20190728,오멘,8.43
9282,20190728,스파이더맨: 파 프롬 홈,8.41
9283,20190728,라이온 킹,8.32
9284,20190728,바스터즈: 거친 녀석들,8.32
9285,20190728,존 윅 3: 파라벨룸,8.26
9286,20190728,28일 후,7.91
9287,20190728,박화영,7.70
9288,20190728,롱 리브 더 킹: 목포 영웅,7.64
9289,20190728,노리개: 그녀의 눈물,7.37
9290,20190728,진범,7.35
9291,20190728,미드소마,6.92
9292,20190728,마담 싸이코,6.91
9293,20190728,애나벨 집으로,6.71
9294,20190728,기방도령,5.81
9295,20190728,명탐정 코난: 감청의 권,5.76
9296,20190728,사일런스,5.68
9297,20190728,비스트,5.52
9298,20190728,극장판 엉덩이 탐정: 화려한 사건 수첩,4.02
9299,20190728,나랏말싸미,3.72
9300,20190729,알라딘,9.43
9301,20190729,어벤져스: 엔드게임,9.39
9302,20190729,아이 캔 스피크,9.37
9303,20190729,레드슈즈,9.36
9304,20190729,모던 타임즈,9.31
9305,20190729,뽀로로 극장판 보물섬 대모험,9.28
9306,20190729,교회오빠,9.27
9307,20190729,이웃집 토토로,9.26
9308,20190729,토이 스토리 4,9.09
9309,20190729,퍼펙트 월드,9.03
9310,20190729,양들의 침묵,9.00
9311,20190729,마녀 배달부 키키,9.00
9312,20190729,세상을 바꾼 변호인,8.90
9313,20190729,마담 프루스트의 비밀정원,8.90
9314,20190729,디어 헌터,8.86
9315,20190729,연인,8.86
9316,20190729,천로역정: 천국을 찾아서,8.73
9317,20190729,엑소시스트,8.58
9318,20190729,마이펫의 이중생활,8.57
9319,20190729,기생충,8.51
9320,20190729,그녀,8.50
9321,20190729,스파이더맨: 파 프롬 홈,8.41
9322,20190729,롱 샷,8.41
9323,20190729,바스터즈: 거친 녀석들,8.32
9324,20190729,라이온 킹,8.31
9325,20190729,존 윅 3: 파라벨룸,8.26
9326,20190729,파리로 가는 길,7.90
9327,20190729,박화영,7.70
9328,20190729,롱 리브 더 킹: 목포 영웅,7.64
9329,20190729,노리개: 그녀의 눈물,7.37
9330,20190729,진범,7.34
9331,20190729,미드소마,6.91
9332,20190729,애나벨 집으로,6.70
9333,20190729,기방도령,5.82
9334,20190729,사일런스,5.68
9335,20190729,명탐정 코난: 감청의 권,5.68
9336,20190729,비스트,5.51
9337,20190729,극장판 엉덩이 탐정: 화려한 사건 수첩,4.02
9338,20190729,나랏말싸미,3.64
9339,20190730,알라딘,9.43
9340,20190730,어벤져스: 엔드게임,9.39
9341,20190730,아이 캔 스피크,9.37
9342,20190730,레드슈즈,9.32
9343,20190730,뽀로로 극장판 보물섬 대모험,9.28
9344,20190730,교회오빠,9.27
9345,20190730,이웃집 토토로,9.26
9346,20190730,토이 스토리 4,9.08
9347,20190730,퍼펙트 월드,9.03
9348,20190730,마녀 배달부 키키,9.00
9349,20190730,양들의 침묵,9.00
9350,20190730,마담 프루스트의 비밀정원,8.90
9351,20190730,세상을 바꾼 변호인,8.89
9352,20190730,디어 헌터,8.86
9353,20190730,연인,8.85
9354,20190730,천로역정: 천국을 찾아서,8.73
9355,20190730,기생충,8.51
9356,20190730,그녀,8.50
9357,20190730,스파이더맨: 파 프롬 홈,8.41
9358,20190730,롱 샷,8.35
9359,20190730,바스터즈: 거친 녀석들,8.32
9360,20190730,라이온 킹,8.30
9361,20190730,1919 유관순,8.28
9362,20190730,존 윅 3: 파라벨룸,8.26
9363,20190730,파리로 가는 길,7.90
9364,20190730,박화영,7.70
9365,20190730,진범,7.34
9366,20190730,미드소마,6.90
9367,20190730,애나벨 집으로,6.68
9368,20190730,기방도령,5.78
9369,20190730,사일런스,5.68
9370,20190730,명탐정 코난: 감청의 권,5.52
9371,20190730,비스트,5.48
9372,20190730,극장판 엉덩이 탐정: 화려한 사건 수첩,4.01
9373,20190730,나랏말싸미,3.64
9374,20190731,알라딘,9.43
9375,20190731,어벤져스: 엔드게임,9.38
9376,20190731,아이 캔 스피크,9.37
9377,20190731,레드슈즈,9.32
9378,20190731,뽀로로 극장판 보물섬 대모험,9.28
9379,20190731,교회오빠,9.27
9380,20190731,이웃집 토토로,9.26
9381,20190731,토이 스토리 4,9.09
9382,20190731,퍼펙트 월드,9.03
9383,20190731,마녀 배달부 키키,9.00
9384,20190731,양들의 침묵,9.00
9385,20190731,마담 프루스트의 비밀정원,8.90
9386,20190731,세상을 바꾼 변호인,8.89
9387,20190731,엑시트,8.87
9388,20190731,디어 헌터,8.86
9389,20190731,연인,8.85
9390,20190731,천로역정: 천국을 찾아서,8.72
9391,20190731,기생충,8.51
9392,20190731,스파이더맨: 파 프롬 홈,8.41
9393,20190731,롱 샷,8.34
9394,20190731,바스터즈: 거친 녀석들,8.32
9395,20190731,라이온 킹,8.29
9396,20190731,1919 유관순,8.28
9397,20190731,존 윅 3: 파라벨룸,8.27
9398,20190731,파리로 가는 길,7.90
9399,20190731,사자,7.44
9400,20190731,진범,7.34
9401,20190731,미드소마,6.91
9402,20190731,애나벨 집으로,6.67
9403,20190731,기방도령,5.78
9404,20190731,비스트,5.47
9405,20190731,명탐정 코난: 감청의 권,5.35
9406,20190731,극장판 엉덩이 탐정: 화려한 사건 수첩,4.02
9407,20190731,나랏말싸미,3.58
9408,20190801,알라딘,9.42
9409,20190801,주전장,9.39
9410,20190801,어벤져스: 엔드게임,9.38
9411,20190801,아이 캔 스피크,9.37
9412,20190801,레드슈즈,9.33
9413,20190801,뽀로로 극장판 보물섬 대모험,9.28
9414,20190801,교회오빠,9.26
9415,20190801,이웃집 토토로,9.26
9416,20190801,토이 스토리 4,9.08
9417,20190801,퍼펙트 월드,9.03
9418,20190801,양들의 침묵,9.00
9419,20190801,마녀 배달부 키키,8.99
9420,20190801,마이펫의 이중생활2,8.99
9421,20190801,마담 프루스트의 비밀정원,8.90
9422,20190801,세상을 바꾼 변호인,8.90
9423,20190801,엑시트,8.87
9424,20190801,디어 헌터,8.86
9425,20190801,연인,8.85
9426,20190801,천로역정: 천국을 찾아서,8.71
9427,20190801,기생충,8.51
9428,20190801,링,8.45
9429,20190801,스파이더맨: 파 프롬 홈,8.41
9430,20190801,바스터즈: 거친 녀석들,8.32
9431,20190801,라이온 킹,8.29
9432,20190801,롱 샷,8.28
9433,20190801,1919 유관순,8.28
9434,20190801,존 윅 3: 파라벨룸,8.27
9435,20190801,사자,7.45
9436,20190801,진범,7.34
9437,20190801,유전,7.14
9438,20190801,미드소마,6.91
9439,20190801,애나벨 집으로,6.66
9440,20190801,기방도령,5.76
9441,20190801,명탐정 코난: 감청의 권,5.27
9442,20190801,극장판 엉덩이 탐정: 화려한 사건 수첩,4.00
9443,20190801,나랏말싸미,3.55
9444,20190802,알라딘,9.43
9445,20190802,주전장,9.42
9446,20190802,어벤져스: 엔드게임,9.38
9447,20190802,아이 캔 스피크,9.37
9448,20190802,레드슈즈,9.33
9449,20190802,뽀로로 극장판 보물섬 대모험,9.28
9450,20190802,교회오빠,9.26
9451,20190802,이웃집 토토로,9.26
9452,20190802,마이펫의 이중생활2,9.10
9453,20190802,토이 스토리 4,9.08
9454,20190802,퍼펙트 월드,9.03
9455,20190802,양들의 침묵,9.00
9456,20190802,마녀 배달부 키키,8.99
9457,20190802,마담 프루스트의 비밀정원,8.90
9458,20190802,세상을 바꾼 변호인,8.88
9459,20190802,디어 헌터,8.86
9460,20190802,연인,8.85
9461,20190802,엑시트,8.83
9462,20190802,천로역정: 천국을 찾아서,8.72
9463,20190802,기생충,8.51
9464,20190802,링,8.45
9465,20190802,스파이더맨: 파 프롬 홈,8.41
9466,20190802,바스터즈: 거친 녀석들,8.32
9467,20190802,라이온 킹,8.29
9468,20190802,롱 샷,8.28
9469,20190802,1919 유관순,8.28
9470,20190802,존 윅 3: 파라벨룸,8.27
9471,20190802,사자,7.44
9472,20190802,진범,7.34
9473,20190802,유전,7.14
9474,20190802,미드소마,6.92
9475,20190802,애나벨 집으로,6.66
9476,20190802,기방도령,5.76
9477,20190802,명탐정 코난: 감청의 권,5.15
9478,20190802,극장판 엉덩이 탐정: 화려한 사건 수첩,3.97
9479,20190802,나랏말싸미,3.55
9480,20190803,주전장,9.44
9481,20190803,알라딘,9.43
9482,20190803,어벤져스: 엔드게임,9.38
9483,20190803,아이 캔 스피크,9.37
9484,20190803,레드슈즈,9.33
9485,20190803,뽀로로 극장판 보물섬 대모험,9.28
9486,20190803,교회오빠,9.26
9487,20190803,이웃집 토토로,9.26
9488,20190803,토이 스토리 4,9.08
9489,20190803,퍼펙트 월드,9.03
9490,20190803,양들의 침묵,9.00
9491,20190803,마이펫의 이중생활2,9.00
9492,20190803,마녀 배달부 키키,8.99
9493,20190803,마담 프루스트의 비밀정원,8.90
9494,20190803,세상을 바꾼 변호인,8.88
9495,20190803,디어 헌터,8.86
9496,20190803,연인,8.85
9497,20190803,엑시트,8.79
9498,20190803,천로역정: 천국을 찾아서,8.71
9499,20190803,기생충,8.51
9500,20190803,스파이더맨: 파 프롬 홈,8.41
9501,20190803,바스터즈: 거친 녀석들,8.32
9502,20190803,롱 샷,8.30
9503,20190803,앵그리버드 더 무비,8.29
9504,20190803,라이온 킹,8.29
9505,20190803,존 윅 3: 파라벨룸,8.27
9506,20190803,1919 유관순,8.25
9507,20190803,사자,7.41
9508,20190803,진범,7.32
9509,20190803,유전,7.14
9510,20190803,미드소마,6.91
